Id,SalePrice
1461,114996.05235253075
1462,177426.37477199428
1463,181366.73473550362
1464,197444.78674759585
1465,238047.84954733035
1466,170229.33861130354
1467,186267.3952828744
1468,159981.75299751922
1469,199457.57802129682
1470,102925.08956756046
1471,188740.72269784153
1472,92468.46368799369
1473,90816.1499012909
1474,160919.1806328652
1475,120535.52040816897
1476,370093.4335262022
1477,248498.30534703314
1478,304934.5510640807
1479,302354.3591822594
1480,449768.60357234895
1481,302444.80883759283
1482,232837.72139342577
1483,181937.21485931787
1484,167153.66781245696
1485,180730.27514740368
1486,198746.22164299196
1487,312498.0318265445
1488,231663.0109877037
1489,191643.88854992753
1490,232270.55585537374
1491,183686.4022972464
1492,114405.21208617576
1493,167646.00577480404
1494,306567.1577904241
1495,316377.33407685265
1496,239696.15155397548
1497,204265.1114686741
1498,179628.61812730943
1499,181576.62777926796
1500,171908.81699817584
1501,192392.17397418694
1502,170421.27006869807
1503,248015.4346915378
1504,240859.1348525597
1505,230967.40158606146
1506,198937.24652907567
1507,237466.82577108475
1508,191844.63862276037
1509,159853.35349079297
1510,138686.3418056416
1511,145380.23181137082
1512,179330.8454488573
1513,149969.96130124864
1514,202102.14362717897
1515,220271.80344942282
1516,158230.3339122382
1517,171042.62177182286
1518,150254.4882348723
1519,202721.743131135
1520,135807.21714069607
1521,142756.48594955984
1522,171497.94877049106
1523,106788.04167729123
1524,123536.15643972566
1525,123840.2583276498
1526,118392.64891230546
1527,94809.47885507248
1528,151615.61931046942
1529,138505.2499179488
1530,175595.37438965833
1531,115108.48184581792
1532,104586.17837134875
1533,143473.75529952502
1534,116146.3165493031
1535,158817.5727596443
1536,110117.12358515307
1537,21830.083320914593
1538,183974.48496192734
1539,211085.48994121424
1540,138930.24381831652
1541,136618.96021069778
1542,161015.40361469984
1543,216978.91088973643
1544,97561.2395742423
1545,135969.16893753986
1546,130069.4428533564
1547,147851.24325703687
1548,151386.72184616182
1549,113882.58330707667
1550,142414.043626173
1551,125924.5235301837
1552,123908.97894913798
1553,153531.83596173653
1554,121525.73478263269
1555,181246.5555826947
1556,108550.97444903826
1557,144481.21461365954
1558,96952.76688614358
