Id,SalePrice
1461,114557.82748986685
1462,160945.2729220692
1463,193084.38061181686
1464,190406.1216376712
1465,155695.88533274378
1466,195869.7699449283
1467,145732.76194892204
1468,175515.00174142147
1469,162230.83722965914
1470,113058.00246434528
1471,161802.31579379583
1472,124306.69015575695
1473,135555.37784716862
1474,174550.82851072904
1475,108130.00595191732
1476,268611.28368272376
1477,183978.30009972167
1478,200476.3753804588
1479,213760.53989222116
1480,307392.4736283525
1481,259612.3335295944
1482,165337.61763966808
1483,160409.6211272401
1484,141233.28687235736
1485,165766.13907553136
1486,204225.9379442627
1487,283716.6642969051
1488,189441.94840697877
1489,149053.80307686262
1490,175836.39281831897
1491,196298.2913807916
1492,126984.94912990258
1493,178621.7821514304
1494,270218.23906721117
1495,256934.07455544878
1496,177978.99999763546
1497,198548.02891907393
1498,147125.45661547777
1499,147125.45661547777
1500,150982.14953824747
1501,180550.1286128153
1502,134269.81353957872
1503,170479.87487002768
1504,216545.9292253326
1505,178407.52143349877
1506,214510.45240498192
1507,285859.2714762216
1508,221152.5346608631
1509,194798.46635527007
1510,150553.62810238416
1511,148089.6298461702
1512,180335.86789488362
1513,208725.41302082734
1514,203690.28614943355
1515,282216.8392713836
1516,185263.8644073116
1517,139412.07076993832
1518,190406.1216376712
1519,177121.95712590887
1520,141019.02615442572
1521,147768.23876927272
1522,187834.9930224914
1523,161802.31579379583
1524,132555.72779612552
1525,122699.73477126958
1526,124413.82051472279
1527,124092.42943782531
1528,149696.58523065757
1529,144447.1976413321
1530,168015.8766138137
1531,216117.40778946932
1532,118843.04184849985
1533,162873.6193834541
1534,152589.10492273484
1535,193512.90204768014
1536,151946.3227689399
1537,107701.48451605401
1538,186335.16799696986
1539,261540.67999097926
1540,260255.11568338936
1541,176050.6535362506
1542,191263.16450939781
1543,240114.6081978142
1544,100523.7504653437
1545,139840.59220580163
1546,146696.93517961446
1547,174229.43743383157
1548,170265.61415209604
1549,129984.59918094569
1550,183121.25722799508
1551,132984.2492319888
1552,228758.7901474367
1553,185692.38584317488
1554,160409.6211272401
1555,198012.3771242448
1556,149696.58523065757
1557,167694.48553691624
1558,117021.82574608081
1559,220402.62214810232
1560,198548.02891907393
1561,214831.8434818794
1562,114129.30605400354
1563,111129.65600296043
1564,165659.00871656556
1565,172836.74276727583
1566,177443.34820280634
1567,99559.57723465128
1568,230794.26696778738
1569,191048.90379146617
1570,133627.03138578375
1571,182585.60543316597
1572,144125.80656443464
1573,180121.60717695198
1574,157624.23179412863
1575,172086.83025451508
1576,211617.93271290464
1577,149482.32451272593
1578,173372.39456210498
1579,121949.8222585088
1580,199833.59322666386
1581,128484.77415542415
1582,112415.22031055033
1583,230472.8758908899
1584,243328.51896678895
1585,109415.57025950722
1586,87132.45559461555
1587,124842.34195058607
1588,146696.93517961446
1589,138555.02789821173
1590,135983.8992830319
1591,121414.17046367965
1592,157409.971076197
1593,110272.61313123381
1594,302464.4771159246
1595,197048.2038935524
1596,247078.08153059284
1597,251791.81732508916
1598,195548.37886803082
1599,129341.81702715074
1600,146161.28338478532
1601,76419.419698033
1602,137162.333231656
1603,120557.12759195306
1604,194905.59671423587
1605,223830.79363500874
1606,156231.5371275729
1607,237972.00101849769
1608,162766.48902448826
1609,148625.2816409993
1610,173265.26420313914
1611,153981.79958929057
1612,171765.4391776176
1613,162552.22830655662
1614,119807.21507919228
1615,135555.37784716862
1616,135555.37784716862
1617,135555.37784716862
1618,112200.95959261869
1619,107808.61487501985
1620,279110.0588613746
1621,155053.10317894883
1622,177014.82676694304
1623,211725.06307187048
1624,211082.2809180755
1625,113058.00246434528
1626,172193.9606134809
1627,190834.6430735345
1628,263147.63537546666
1629,192977.25025285102
1630,288751.7911682989
